league,date,home_team,away_team,winner,home_team_goals,away_team_goals,score,venue,attendance,duration
Italian Serie A,2023-12-02T19:45Z,AC Milan,Frosinone,AC Milan,3.0,1.0,3.0 - 1.0,Stadio Giuseppe Meazza,68848,5400.0 + 360.0
Italian Serie A,2023-11-25T19:45Z,AC Milan,Fiorentina,AC Milan,1.0,0.0,1.0 - 0.0,Stadio Giuseppe Meazza,73074,5400.0 + 480.0
Italian Serie A,2023-11-11T14:00Z,Lecce,AC Milan,Draw,2.0,2.0,2.0 - 2.0,Stadio Ettore Giardiniero - Via del Mare,26484,5400.0 + 420.0
Italian Serie A,2023-11-04T19:45Z,AC Milan,Udinese,Udinese,0.0,1.0,0.0 - 1.0,Stadio Giuseppe Meazza,71018,5400.0 + 480.0
Italian Serie A,2023-10-29T19:45Z,Napoli,AC Milan,Draw,2.0,2.0,2.0 - 2.0,Diego Armando Maradona,52250,5400.0 + 300.0
Italian Serie A,2023-10-22T18:45Z,AC Milan,Juventus,Juventus,0.0,1.0,0.0 - 1.0,Stadio Giuseppe Meazza,75676,5400.0 + 420.0
Italian Serie A,2023-10-07T18:45Z,Genoa,AC Milan,AC Milan,0.0,1.0,0.0 - 1.0,Luigi Ferraris,33157,5400.0 + 900.0
Italian Serie A,2023-09-30T16:00Z,AC Milan,Lazio,AC Milan,2.0,0.0,2.0 - 0.0,Stadio Giuseppe Meazza,72035,5400.0 + 360.0
Italian Serie A,2023-09-27T16:30Z,Cagliari,AC Milan,AC Milan,1.0,3.0,1.0 - 3.0,Unipol Domus,16348,5400.0 + 360.0
Italian Serie A,2023-09-23T13:00Z,AC Milan,Hellas Verona,AC Milan,1.0,0.0,1.0 - 0.0,Stadio Giuseppe Meazza,71070,5400.0 + 420.0
Italian Serie A,2023-09-16T16:00Z,Internazionale,AC Milan,Internazionale,5.0,1.0,5.0 - 1.0,Stadio Giuseppe Meazza,75571,5400.0 + 360.0
Italian Serie A,2023-09-01T18:45Z,AS Roma,AC Milan,AC Milan,1.0,2.0,1.0 - 2.0,Olimpico,61960,5400.0 + 480.0
Italian Serie A,2023-08-26T18:45Z,AC Milan,Torino,AC Milan,4.0,1.0,4.0 - 1.0,Stadio Giuseppe Meazza,23147,5400.0 + 420.0
Italian Serie A,2023-08-21T18:45Z,Bologna,AC Milan,AC Milan,0.0,2.0,0.0 - 2.0,Renato Dall'Ara,30203,5400.0 + 300.0
Italian Serie A,2024-05-03T18:45Z,Torino,Bologna,Draw,0.0,0.0,0.0 - 0.0,Olimpico Grande Torino,23895,5400.0 + 300.0
Italian Serie A,2024-04-28T10:30Z,Internazionale,Torino,Internazionale,2.0,0.0,2.0 - 0.0,Stadio Giuseppe Meazza,71686,5400.0 + 360.0
Italian Serie A,2024-04-21T13:00Z,Torino,Frosinone,Draw,0.0,0.0,0.0 - 0.0,Olimpico Grande Torino,23728,5400.0 + 240.0
Italian Serie A,2024-04-13T16:00Z,Torino,Juventus,Draw,0.0,0.0,0.0 - 0.0,Olimpico Grande Torino,27788,5400.0 + 480.0
Italian Serie A,2024-04-06T18:45Z,Empoli,Torino,Empoli,3.0,2.0,3.0 - 2.0,Stadio Carlo Castellani – Computer Gross Arena,8374,5400.0 + 420.0
Italian Serie A,2024-03-30T14:00Z,Torino,Monza,Torino,1.0,0.0,1.0 - 0.0,Olimpico Grande Torino,24286,5400.0 + 360.0
Italian Serie A,2024-03-16T14:00Z,Udinese,Torino,Torino,0.0,2.0,0.0 - 2.0,Bluenergy Stadium,21223,5400.0 + 360.0
Italian Serie A,2024-03-08T19:45Z,Napoli,Torino,Draw,1.0,1.0,1.0 - 1.0,Diego Armando Maradona,47000,5400.0 + 480.0
Italian Serie A,2024-03-02T19:45Z,Torino,Fiorentina,Draw,0.0,0.0,0.0 - 0.0,Olimpico Grande Torino,22845,5400.0 + 360.0
Italian Serie A,2024-02-26T17:30Z,AS Roma,Torino,AS Roma,3.0,2.0,3.0 - 2.0,Olimpico,61595,5400.0 + 360.0
Italian Serie A,2024-02-22T19:45Z,Torino,Lazio,Lazio,0.0,2.0,0.0 - 2.0,Olimpico Grande Torino,22742,5400.0 + 420.0
Italian Serie A,2024-02-16T18:00Z,Torino,Lecce,Torino,2.0,0.0,2.0 - 0.0,Olimpico Grande Torino,22457,5400.0 + 240.0
Italian Serie A,2024-02-10T19:45Z,Sassuolo,Torino,Draw,1.0,1.0,1.0 - 1.0,MAPEI Stadium - Città del Tricolore,10955,5400.0 + 360.0
Italian Serie A,2024-02-04T11:30Z,Torino,Salernitana,Draw,0.0,0.0,0.0 - 0.0,Olimpico Grande Torino,24461,5400.0 + 360.0
Italian Serie A,2024-01-26T19:45Z,Cagliari,Torino,Torino,1.0,2.0,1.0 - 2.0,Unipol Domus,16196,5400.0 + 420.0
Italian Serie A,2024-01-13T14:00Z,Genoa,Torino,Draw,0.0,0.0,0.0 - 0.0,Luigi Ferraris,33019,5400.0 + 300.0
Italian Serie A,2024-01-07T14:00Z,Torino,Napoli,Torino,3.0,0.0,3.0 - 0.0,Olimpico Grande Torino,23960,5400.0 + 240.0
Italian Serie A,2023-12-29T17:30Z,Fiorentina,Torino,Fiorentina,1.0,0.0,1.0 - 0.0,Artemio Franchi,32915,5400.0 + 420.0
Italian Serie A,2023-12-23T14:00Z,Torino,Udinese,Draw,1.0,1.0,1.0 - 1.0,Olimpico Grande Torino,23546,5400.0 + 240.0
Italian Serie A,2023-12-16T19:45Z,Torino,Empoli,Torino,1.0,0.0,1.0 - 0.0,Olimpico Grande Torino,17815,5400.0 + 420.0
Italian Serie A,2023-12-10T11:30Z,Frosinone,Torino,Draw,0.0,0.0,0.0 - 0.0,Benito Stirpe,13807,5400.0 + 360.0
Italian Serie A,2023-12-04T19:45Z,Torino,Atalanta,Torino,3.0,0.0,3.0 - 0.0,Olimpico Grande Torino,18507,5400.0 + 360.0
Italian Serie A,2023-11-27T19:45Z,Bologna,Torino,Bologna,2.0,0.0,2.0 - 0.0,Renato Dall'Ara,20705,5400.0 + 420.0
Italian Serie A,2023-11-11T19:45Z,Monza,Torino,Draw,1.0,1.0,1.0 - 1.0,U-Power Stadium,11777,5400.0 + 300.0
Italian Serie A,2023-11-06T19:45Z,Torino,Sassuolo,Torino,2.0,1.0,2.0 - 1.0,Olimpico Grande Torino,17698,5400.0 + 300.0
Italian Serie A,2023-10-28T16:00Z,Lecce,Torino,Torino,0.0,1.0,0.0 - 1.0,Stadio Ettore Giardiniero - Via del Mare,26123,5400.0 + 480.0
Italian Serie A,2023-10-21T16:00Z,Torino,Internazionale,Internazionale,0.0,3.0,0.0 - 3.0,Olimpico Grande Torino,26193,5400.0 + 480.0
Italian Serie A,2023-10-07T16:00Z,Juventus,Torino,Juventus,2.0,0.0,2.0 - 0.0,Allianz Stadium,39602,5400.0 + 420.0
Italian Serie A,2023-10-02T16:30Z,Torino,Hellas Verona,Draw,0.0,0.0,0.0 - 0.0,Olimpico Grande Torino,19419,5400.0 + 360.0
Italian Serie A,2023-09-27T18:45Z,Lazio,Torino,Lazio,2.0,0.0,2.0 - 0.0,Olimpico,35700,5400.0 + 480.0
Italian Serie A,2023-09-24T18:45Z,Torino,AS Roma,Draw,1.0,1.0,1.0 - 1.0,Olimpico Grande Torino,23299,5400.0 + 360.0
Italian Serie A,2023-09-18T16:30Z,Salernitana,Torino,Torino,0.0,3.0,0.0 - 3.0,Arechi,15480,5400.0 + 420.0
Italian Serie A,2023-09-03T16:30Z,Torino,Genoa,Torino,1.0,0.0,1.0 - 0.0,Olimpico Grande Torino,24433,5400.0 + 480.0
Italian Serie A,2023-08-26T18:45Z,AC Milan,Torino,AC Milan,4.0,1.0,4.0 - 1.0,Stadio Giuseppe Meazza,23147,5400.0 + 420.0
Italian Serie A,2023-08-21T16:30Z,Torino,Cagliari,Draw,0.0,0.0,0.0 - 0.0,Olimpico Grande Torino,20296,5400.0 + 420.0
Italian Serie A,2024-05-06T18:45Z,Udinese,Napoli,Draw,1.0,1.0,1.0 - 1.0,Bluenergy Stadium,0,5400.0 + 360.0
Italian Serie A,2024-04-28T13:00Z,Bologna,Udinese,Draw,1.0,1.0,1.0 - 1.0,Renato Dall'Ara,27396,5400.0 + 420.0
Italian Serie A,2024-04-25T18:00Z,Udinese,AS Roma,AS Roma,1.0,2.0,1.0 - 2.0,Bluenergy Stadium,24947,5400.0 + 420.0
Italian Serie A,2024-04-20T18:45Z,Hellas Verona,Udinese,Hellas Verona,1.0,0.0,1.0 - 0.0,Stadio Marcantonio Bentegodi,27662,5400.0 + 360.0
Italian Serie A,2024-04-08T18:45Z,Udinese,Internazionale,Internazionale,1.0,2.0,1.0 - 2.0,Bluenergy Stadium,24993,5400.0 + 480.0
Italian Serie A,2024-04-01T13:00Z,Sassuolo,Udinese,Draw,1.0,1.0,1.0 - 1.0,MAPEI Stadium - Città del Tricolore,11512,5400.0 + 240.0
Italian Serie A,2024-03-16T14:00Z,Udinese,Torino,Torino,0.0,2.0,0.0 - 2.0,Bluenergy Stadium,21223,5400.0 + 360.0
Italian Serie A,2024-03-11T19:45Z,Lazio,Udinese,Udinese,1.0,2.0,1.0 - 2.0,Olimpico,34000,5400.0 + 720.0
Italian Serie A,2024-03-02T14:00Z,Udinese,Salernitana,Draw,1.0,1.0,1.0 - 1.0,Bluenergy Stadium,20369,5400.0 + 240.0
Italian Serie A,2024-02-24T19:45Z,Genoa,Udinese,Genoa,2.0,0.0,2.0 - 0.0,Luigi Ferraris,31126,5400.0 + 240.0
Italian Serie A,2024-02-18T14:00Z,Udinese,Cagliari,Draw,1.0,1.0,1.0 - 1.0,Bluenergy Stadium,15445,5400.0 + 300.0
Italian Serie A,2024-02-12T19:45Z,Juventus,Udinese,Udinese,0.0,1.0,0.0 - 1.0,Allianz Stadium,38875,5400.0 + 300.0
Italian Serie A,2024-02-03T14:00Z,Udinese,Monza,Draw,0.0,0.0,0.0 - 0.0,Bluenergy Stadium,11373,5400.0 + 240.0
Italian Serie A,2024-01-27T14:00Z,Atalanta,Udinese,Atalanta,2.0,0.0,2.0 - 0.0,Gewiss Stadium,14716,5400.0 + 240.0
Italian Serie A,2024-01-20T19:45Z,Udinese,AC Milan,AC Milan,2.0,3.0,2.0 - 3.0,Bluenergy Stadium,24591,5400.0 + 480.0
Italian Serie A,2024-01-14T17:00Z,Fiorentina,Udinese,Draw,2.0,2.0,2.0 - 2.0,Artemio Franchi,23686,5400.0 + 360.0
Italian Serie A,2024-01-07T14:00Z,Udinese,Lazio,Lazio,1.0,2.0,1.0 - 2.0,Bluenergy Stadium,23033,5400.0 + 360.0
Italian Serie A,2023-12-30T14:00Z,Udinese,Bologna,Udinese,3.0,0.0,3.0 - 0.0,Bluenergy Stadium,24786,5400.0 + 360.0
Italian Serie A,2023-12-23T14:00Z,Torino,Udinese,Draw,1.0,1.0,1.0 - 1.0,Olimpico Grande Torino,23546,5400.0 + 240.0
Italian Serie A,2023-12-17T14:00Z,Udinese,Sassuolo,Draw,2.0,2.0,2.0 - 2.0,Bluenergy Stadium,20490,5400.0 + 420.0
Italian Serie A,2023-12-09T19:45Z,Internazionale,Udinese,Internazionale,4.0,0.0,4.0 - 0.0,Stadio Giuseppe Meazza,71874,5400.0 + 240.0
Italian Serie A,2023-12-03T14:00Z,Udinese,Hellas Verona,Draw,3.0,3.0,3.0 - 3.0,Bluenergy Stadium,22294,5400.0 + 540.0
Italian Serie A,2023-11-26T17:00Z,AS Roma,Udinese,AS Roma,3.0,1.0,3.0 - 1.0,Olimpico,61616,5400.0 + 360.0
Italian Serie A,2023-11-12T14:00Z,Udinese,Atalanta,Draw,1.0,1.0,1.0 - 1.0,Bluenergy Stadium,23100,5400.0 + 300.0
Italian Serie A,2023-11-04T19:45Z,AC Milan,Udinese,Udinese,0.0,1.0,0.0 - 1.0,Stadio Giuseppe Meazza,71018,5400.0 + 480.0
Italian Serie A,2023-10-29T14:00Z,Monza,Udinese,Draw,1.0,1.0,1.0 - 1.0,U-Power Stadium,10311,5400.0 + 360.0
Italian Serie A,2023-10-23T16:30Z,Udinese,Lecce,Draw,1.0,1.0,1.0 - 1.0,Bluenergy Stadium,20113,5400.0 + 360.0
Italian Serie A,2023-10-06T16:30Z,Empoli,Udinese,Draw,0.0,0.0,0.0 - 0.0,Stadio Carlo Castellani – Computer Gross Arena,7128,5400.0 + 420.0
Italian Serie A,2023-10-01T13:00Z,Udinese,Genoa,Draw,2.0,2.0,2.0 - 2.0,Bluenergy Stadium,20805,5400.0 + 420.0
Italian Serie A,2023-09-27T18:45Z,Napoli,Udinese,Napoli,4.0,1.0,4.0 - 1.0,Diego Armando Maradona,45305,5400.0 + 240.0
Italian Serie A,2023-09-24T13:00Z,Udinese,Fiorentina,Fiorentina,0.0,2.0,0.0 - 2.0,Bluenergy Stadium,21229,5400.0 + 300.0
Italian Serie A,2023-09-17T10:30Z,Cagliari,Udinese,Draw,0.0,0.0,0.0 - 0.0,Unipol Domus,15121,5400.0 + 420.0
Italian Serie A,2023-09-02T16:30Z,Udinese,Frosinone,Draw,0.0,0.0,0.0 - 0.0,Bluenergy Stadium,20116,5400.0 + 420.0
Italian Serie A,2023-08-28T16:30Z,Salernitana,Udinese,Draw,1.0,1.0,1.0 - 1.0,Arechi,20000,5400.0 + 420.0
Italian Serie A,2023-08-20T18:45Z,Udinese,Juventus,Juventus,0.0,3.0,0.0 - 3.0,Bluenergy Stadium,24911,5400.0 + 300.0
Italian Serie A,2024-05-05T13:00Z,Hellas Verona,Fiorentina,Hellas Verona,2.0,1.0,2.0 - 1.0,Stadio Marcantonio Bentegodi,27821,5400.0 + 480.0
Italian Serie A,2024-04-28T18:45Z,Fiorentina,Sassuolo,Fiorentina,5.0,1.0,5.0 - 1.0,Artemio Franchi,22575,5400.0 + 60.0
Italian Serie A,2024-04-21T16:00Z,Salernitana,Fiorentina,Fiorentina,0.0,2.0,0.0 - 2.0,Arechi,14597,5400.0 + 360.0
Italian Serie A,2024-04-15T16:30Z,Fiorentina,Genoa,Draw,1.0,1.0,1.0 - 1.0,Artemio Franchi,25120,5400.0 + 480.0
Italian Serie A,2024-04-07T18:45Z,Juventus,Fiorentina,Juventus,1.0,0.0,1.0 - 0.0,Allianz Stadium,37994,5400.0 + 300.0
Italian Serie A,2024-03-30T19:45Z,Fiorentina,AC Milan,AC Milan,1.0,2.0,1.0 - 2.0,Artemio Franchi,34273,5400.0 + 420.0
Italian Serie A,2024-03-10T19:45Z,Fiorentina,AS Roma,Draw,2.0,2.0,2.0 - 2.0,Artemio Franchi,30438,5400.0 + 360.0
Italian Serie A,2024-03-02T19:45Z,Torino,Fiorentina,Draw,0.0,0.0,0.0 - 0.0,Olimpico Grande Torino,22845,5400.0 + 360.0
Italian Serie A,2024-02-26T19:45Z,Fiorentina,Lazio,Fiorentina,2.0,1.0,2.0 - 1.0,Artemio Franchi,25190,5400.0 + 360.0
Italian Serie A,2024-02-18T14:00Z,Empoli,Fiorentina,Draw,1.0,1.0,1.0 - 1.0,Stadio Carlo Castellani – Computer Gross Arena,12490,5400.0 + 300.0
Italian Serie A,2024-02-14T18:00Z,Bologna,Fiorentina,Bologna,2.0,0.0,2.0 - 0.0,Renato Dall'Ara,25684,5400.0 + 480.0
Italian Serie A,2024-02-11T11:30Z,Fiorentina,Frosinone,Fiorentina,5.0,1.0,5.0 - 1.0,Artemio Franchi,25397,5400.0 + 240.0
Italian Serie A,2024-02-02T19:45Z,Lecce,Fiorentina,Lecce,3.0,2.0,3.0 - 2.0,Stadio Ettore Giardiniero - Via del Mare,24778,5400.0 + 480.0
Italian Serie A,2024-01-28T19:45Z,Fiorentina,Internazionale,Internazionale,0.0,1.0,0.0 - 1.0,Artemio Franchi,35084,5400.0 + 360.0
Italian Serie A,2024-01-14T17:00Z,Fiorentina,Udinese,Draw,2.0,2.0,2.0 - 2.0,Artemio Franchi,23686,5400.0 + 360.0
Italian Serie A,2024-01-06T19:45Z,Sassuolo,Fiorentina,Sassuolo,1.0,0.0,1.0 - 0.0,MAPEI Stadium - Città del Tricolore,15759,5400.0 + 480.0
Italian Serie A,2023-12-29T17:30Z,Fiorentina,Torino,Fiorentina,1.0,0.0,1.0 - 0.0,Artemio Franchi,32915,5400.0 + 420.0
Italian Serie A,2023-12-22T19:45Z,Monza,Fiorentina,Fiorentina,0.0,1.0,0.0 - 1.0,U-Power Stadium,10120,5400.0 + 360.0
Italian Serie A,2023-12-17T14:00Z,Fiorentina,Hellas Verona,Fiorentina,1.0,0.0,1.0 - 0.0,Artemio Franchi,26311,5400.0 + 300.0
Italian Serie A,2023-12-10T19:45Z,AS Roma,Fiorentina,Draw,1.0,1.0,1.0 - 1.0,Olimpico,60932,5400.0 + 420.0
Italian Serie A,2023-12-03T14:00Z,Fiorentina,Salernitana,Fiorentina,3.0,0.0,3.0 - 0.0,Artemio Franchi,26286,5400.0 + 180.0
Italian Serie A,2023-11-25T19:45Z,AC Milan,Fiorentina,AC Milan,1.0,0.0,1.0 - 0.0,Stadio Giuseppe Meazza,73074,5400.0 + 480.0
Italian Serie A,2023-11-12T14:00Z,Fiorentina,Bologna,Fiorentina,2.0,1.0,2.0 - 1.0,Artemio Franchi,29750,5400.0 + 420.0
Italian Serie A,2023-11-05T19:45Z,Fiorentina,Juventus,Juventus,0.0,1.0,0.0 - 1.0,Artemio Franchi,38225,5400.0 + 360.0
Italian Serie A,2023-10-30T19:45Z,Lazio,Fiorentina,Lazio,1.0,0.0,1.0 - 0.0,Olimpico,35000,5400.0 + 360.0
Italian Serie A,2023-10-23T18:45Z,Fiorentina,Empoli,Empoli,0.0,2.0,0.0 - 2.0,Artemio Franchi,29105,5400.0 + 360.0
Italian Serie A,2023-10-08T18:45Z,Napoli,Fiorentina,Fiorentina,1.0,3.0,1.0 - 3.0,Diego Armando Maradona,47500,5400.0 + 360.0
Italian Serie A,2023-10-02T18:45Z,Fiorentina,Cagliari,Fiorentina,3.0,0.0,3.0 - 0.0,Artemio Franchi,27309,5400.0 + 360.0
Italian Serie A,2023-09-28T16:30Z,Frosinone,Fiorentina,Draw,1.0,1.0,1.0 - 1.0,Benito Stirpe,14755,5400.0 + 360.0
Italian Serie A,2023-09-24T13:00Z,Udinese,Fiorentina,Fiorentina,0.0,2.0,0.0 - 2.0,Bluenergy Stadium,21229,5400.0 + 300.0
Italian Serie A,2023-09-17T16:00Z,Fiorentina,Atalanta,Fiorentina,3.0,2.0,3.0 - 2.0,Artemio Franchi,32100,5400.0 + 540.0
Italian Serie A,2023-09-03T16:30Z,Internazionale,Fiorentina,Internazionale,4.0,0.0,4.0 - 0.0,Stadio Giuseppe Meazza,72739,5400.0 + 300.0
Italian Serie A,2023-08-27T16:30Z,Fiorentina,Lecce,Draw,2.0,2.0,2.0 - 2.0,Artemio Franchi,34604,5400.0 + 540.0
Italian Serie A,2023-08-19T18:45Z,Genoa,Fiorentina,Fiorentina,1.0,4.0,1.0 - 4.0,Luigi Ferraris,33045,5400.0 + 240.0
Italian Serie A,2024-05-05T10:30Z,Cagliari,Lecce,Draw,1.0,1.0,1.0 - 1.0,Unipol Domus,16407,5400.0 + 420.0
Italian Serie A,2024-04-29T18:45Z,Genoa,Cagliari,Genoa,3.0,0.0,3.0 - 0.0,Luigi Ferraris,17257,5400.0 + 180.0
Italian Serie A,2024-04-19T18:45Z,Cagliari,Juventus,Draw,2.0,2.0,2.0 - 2.0,Unipol Domus,16179,5400.0 + 420.0
Italian Serie A,2024-04-14T18:45Z,Internazionale,Cagliari,Draw,2.0,2.0,2.0 - 2.0,Stadio Giuseppe Meazza,72559,5400.0 + 360.0
Italian Serie A,2024-04-07T16:00Z,Cagliari,Atalanta,Cagliari,2.0,1.0,2.0 - 1.0,Unipol Domus,16342,5400.0 + 420.0
Italian Serie A,2024-04-01T13:00Z,Cagliari,Hellas Verona,Draw,1.0,1.0,1.0 - 1.0,Unipol Domus,16285,5400.0 + 480.0
Italian Serie A,2024-03-16T14:00Z,Monza,Cagliari,Monza,1.0,0.0,1.0 - 0.0,U-Power Stadium,14145,5400.0 + 360.0
Italian Serie A,2024-03-09T14:00Z,Cagliari,Salernitana,Cagliari,4.0,2.0,4.0 - 2.0,Unipol Domus,16118,5400.0 + 300.0
Italian Serie A,2024-03-03T14:00Z,Empoli,Cagliari,Cagliari,0.0,1.0,0.0 - 1.0,Stadio Carlo Castellani – Computer Gross Arena,11223,5400.0 + 480.0
Italian Serie A,2024-02-25T14:00Z,Cagliari,Napoli,Draw,1.0,1.0,1.0 - 1.0,Unipol Domus,16382,5400.0 + 480.0
Italian Serie A,2024-02-18T14:00Z,Udinese,Cagliari,Draw,1.0,1.0,1.0 - 1.0,Bluenergy Stadium,15445,5400.0 + 300.0
Italian Serie A,2024-02-10T14:00Z,Cagliari,Lazio,Lazio,1.0,3.0,1.0 - 3.0,Unipol Domus,16155,5400.0 + 300.0
Italian Serie A,2024-02-05T19:45Z,AS Roma,Cagliari,AS Roma,4.0,0.0,4.0 - 0.0,Olimpico,61755,5400.0 + 120.0
Italian Serie A,2024-01-26T19:45Z,Cagliari,Torino,Torino,1.0,2.0,1.0 - 2.0,Unipol Domus,16196,5400.0 + 420.0
Italian Serie A,2024-01-21T11:30Z,Frosinone,Cagliari,Frosinone,3.0,1.0,3.0 - 1.0,Benito Stirpe,13925,5400.0 + 420.0
Italian Serie A,2024-01-14T14:00Z,Cagliari,Bologna,Cagliari,2.0,1.0,2.0 - 1.0,Unipol Domus,15980,5400.0 + 360.0
Italian Serie A,2024-01-06T17:00Z,Lecce,Cagliari,Draw,1.0,1.0,1.0 - 1.0,Stadio Ettore Giardiniero - Via del Mare,25203,5400.0 + 300.0
Italian Serie A,2023-12-30T14:00Z,Cagliari,Empoli,Draw,0.0,0.0,0.0 - 0.0,Unipol Domus,16125,5400.0 + 600.0
Italian Serie A,2023-12-23T17:00Z,Hellas Verona,Cagliari,Hellas Verona,2.0,0.0,2.0 - 0.0,Stadio Marcantonio Bentegodi,16716,5400.0 + 420.0
Italian Serie A,2023-12-16T17:30Z,Napoli,Cagliari,Napoli,2.0,1.0,2.0 - 1.0,Diego Armando Maradona,45000,5400.0 + 480.0
Italian Serie A,2023-12-11T19:45Z,Cagliari,Sassuolo,Cagliari,2.0,1.0,2.0 - 1.0,Unipol Domus,15769,5400.0 + 660.0
Italian Serie A,2023-12-02T17:00Z,Lazio,Cagliari,Lazio,1.0,0.0,1.0 - 0.0,Olimpico,40000,5400.0 + 300.0
Italian Serie A,2023-11-26T11:30Z,Cagliari,Monza,Draw,1.0,1.0,1.0 - 1.0,Unipol Domus,16291,5400.0 + 240.0
Italian Serie A,2023-11-11T17:00Z,Juventus,Cagliari,Juventus,2.0,1.0,2.0 - 1.0,Allianz Stadium,40393,5400.0 + 360.0
Italian Serie A,2023-11-05T14:00Z,Cagliari,Genoa,Cagliari,2.0,1.0,2.0 - 1.0,Unipol Domus,16412,5400.0 + 480.0
Italian Serie A,2023-10-29T11:30Z,Cagliari,Frosinone,Cagliari,4.0,3.0,4.0 - 3.0,Unipol Domus,15936,5400.0 + 600.0
Italian Serie A,2023-10-22T13:00Z,Salernitana,Cagliari,Draw,2.0,2.0,2.0 - 2.0,Arechi,17409,5400.0 + 720.0
Italian Serie A,2023-10-08T16:00Z,Cagliari,AS Roma,AS Roma,1.0,4.0,1.0 - 4.0,Unipol Domus,16307,5400.0 + 300.0
Italian Serie A,2023-10-02T18:45Z,Fiorentina,Cagliari,Fiorentina,3.0,0.0,3.0 - 0.0,Artemio Franchi,27309,5400.0 + 360.0
Italian Serie A,2023-09-27T16:30Z,Cagliari,AC Milan,AC Milan,1.0,3.0,1.0 - 3.0,Unipol Domus,16348,5400.0 + 360.0
Italian Serie A,2023-09-24T13:00Z,Atalanta,Cagliari,Atalanta,2.0,0.0,2.0 - 0.0,Gewiss Stadium,14739,5400.0 + 240.0
Italian Serie A,2023-09-17T10:30Z,Cagliari,Udinese,Draw,0.0,0.0,0.0 - 0.0,Unipol Domus,15121,5400.0 + 420.0
Italian Serie A,2023-09-02T16:30Z,Bologna,Cagliari,Bologna,2.0,1.0,2.0 - 1.0,Renato Dall'Ara,22818,5400.0 + 540.0
Italian Serie A,2023-08-28T18:45Z,Cagliari,Internazionale,Internazionale,0.0,2.0,0.0 - 2.0,Unipol Domus,16412,5400.0 + 300.0
Italian Serie A,2023-08-21T16:30Z,Torino,Cagliari,Draw,0.0,0.0,0.0 - 0.0,Olimpico Grande Torino,20296,5400.0 + 420.0
Italian Serie A,2024-05-05T16:00Z,AC Milan,Genoa,Draw,3.0,3.0,3.0 - 3.0,Stadio Giuseppe Meazza,73901,5400.0 + 300.0
Italian Serie A,2024-04-29T18:45Z,Genoa,Cagliari,Genoa,3.0,0.0,3.0 - 0.0,Luigi Ferraris,17257,5400.0 + 180.0
Italian Serie A,2024-04-19T16:30Z,Genoa,Lazio,Lazio,0.0,1.0,0.0 - 1.0,Luigi Ferraris,30697,5400.0 + 300.0
Italian Serie A,2024-04-15T16:30Z,Fiorentina,Genoa,Draw,1.0,1.0,1.0 - 1.0,Artemio Franchi,25120,5400.0 + 480.0
Italian Serie A,2024-04-07T16:00Z,Hellas Verona,Genoa,Genoa,1.0,2.0,1.0 - 2.0,Stadio Marcantonio Bentegodi,20342,5400.0 + 360.0
Italian Serie A,2024-03-30T14:00Z,Genoa,Frosinone,Draw,1.0,1.0,1.0 - 1.0,Luigi Ferraris,31462,5400.0 + 480.0
Italian Serie A,2024-03-17T11:30Z,Juventus,Genoa,Draw,0.0,0.0,0.0 - 0.0,Allianz Stadium,40098,5400.0 + 360.0
Italian Serie A,2024-03-09T19:45Z,Genoa,Monza,Monza,2.0,3.0,2.0 - 3.0,Luigi Ferraris,31171,5400.0 + 360.0
Italian Serie A,2024-03-04T19:45Z,Internazionale,Genoa,Internazionale,2.0,1.0,2.0 - 1.0,Stadio Giuseppe Meazza,75421,5400.0 + 240.0
Italian Serie A,2024-02-24T19:45Z,Genoa,Udinese,Genoa,2.0,0.0,2.0 - 0.0,Luigi Ferraris,31126,5400.0 + 240.0
Italian Serie A,2024-02-17T14:00Z,Napoli,Genoa,Draw,1.0,1.0,1.0 - 1.0,Diego Armando Maradona,50000,5400.0 + 480.0
Italian Serie A,2024-02-11T17:00Z,Genoa,Atalanta,Atalanta,1.0,4.0,1.0 - 4.0,Luigi Ferraris,31201,5400.0 + 840.0
Italian Serie A,2024-02-03T14:00Z,Empoli,Genoa,Draw,0.0,0.0,0.0 - 0.0,Stadio Carlo Castellani – Computer Gross Arena,10374,5400.0 + 240.0
Italian Serie A,2024-01-28T11:30Z,Genoa,Lecce,Genoa,2.0,1.0,2.0 - 1.0,Luigi Ferraris,32152,5400.0 + 360.0
Italian Serie A,2024-01-21T17:00Z,Salernitana,Genoa,Genoa,1.0,2.0,1.0 - 2.0,Arechi,17440,5400.0 + 420.0
Italian Serie A,2024-01-13T14:00Z,Genoa,Torino,Draw,0.0,0.0,0.0 - 0.0,Luigi Ferraris,33019,5400.0 + 300.0
Italian Serie A,2024-01-05T19:45Z,Bologna,Genoa,Draw,1.0,1.0,1.0 - 1.0,Renato Dall'Ara,25095,5400.0 + 480.0
Italian Serie A,2023-12-29T19:45Z,Genoa,Internazionale,Draw,1.0,1.0,1.0 - 1.0,Luigi Ferraris,33249,5400.0 + 540.0
Italian Serie A,2023-12-22T17:30Z,Sassuolo,Genoa,Genoa,1.0,2.0,1.0 - 2.0,MAPEI Stadium - Città del Tricolore,11745,5400.0 + 360.0
Italian Serie A,2023-12-15T19:45Z,Genoa,Juventus,Draw,1.0,1.0,1.0 - 1.0,Luigi Ferraris,33232,5400.0 + 240.0
Italian Serie A,2023-12-10T14:00Z,Monza,Genoa,Monza,1.0,0.0,1.0 - 0.0,U-Power Stadium,13283,5400.0 + 300.0
